	Facies	Formation	Well Name	Depth	GR	ILD_log10	DeltaPHI	PHIND	PE	NM_M	RELPOS
3191	4	C LM	NOLAN	3055.5	216.758300996	0.92	2.84599217794	8.73009881444	3.81771040883	2	0.589
3192	4	C LM	NOLAN	3056.0	166.633300996	0.927	2.71399217794	8.03109881444	4.02671040883	2	0.58
3193	4	C LM	NOLAN	3056.5	119.071300996	0.933	2.68999217794	8.00709881444	4.42171040883	2	0.571
3194	4	C LM	NOLAN	3057.0	96.5713009964	0.939	2.52899217794	7.72809881444	4.46871040883	2	0.563
3195	4	C LM	NOLAN	3057.5	78.1963009964	0.939	2.02399217794	8.13609881444	4.37071040883	2	0.554
3196	4	C LM	NOLAN	3058.0	78.1963009964	0.938	2.24999217794	8.25109881444	4.06171040883	2	0.545
3197	4	C LM	NOLAN	3058.5	70.7583009964	0.936	2.24999217794	8.25109881444	4.06171040883	2	0.536
3198	4	C LM	NOLAN	3059.0	61.5083009964	0.932	2.12099217794	8.23309881444	4.13671040883	2	0.527
3199	4	C LM	NOLAN	3059.5	56.8213009964	0.926	1.90999217794	8.25009881444	4.10471040883	2	0.518
3200	4	C LM	NOLAN	3060.0	52.2893009964	0.921	1.10999217794	8.02409881444	3.96471040883	2	0.509
3201	4	C LM	NOLAN	3060.5	48.4463009964	0.913	1.53499217794	8.33109881444	3.67371040883	2	0.5
3282	3	A1 SH	NEWBY	2826.0	76.342972281	0.719	7.79940025854	11.0013146964	3.6988219767	1	1.0
3283	3	A1 SH	NEWBY	2826.5	83.742972281	0.688	9.69940025854	12.5513146964	3.3988219767	1	0.977
3284	3	A1 SH	NEWBY	2827.0	83.192972281	0.664	10.0994002585	11.9513146964	3.3988219767	1	0.953
3285	3	A1 SH	NEWBY	2827.5	80.442972281	0.648	10.0994002585	11.1513146964	3.3988219767	1	0.93
3286	3	A1 SH	NEWBY	2828.0	75.422972281	0.648	9.29940025854	11.4513146964	3.2988219767	1	0.907
3287	3	A1 SH	NEWBY	2828.5	71.502972281	0.663	9.19940025854	11.6013146964	3.2988219767	1	0.884
3288	3	A1 SH	NEWBY	2829.0	69.632972281	0.685	8.69940025854	11.3513146964	3.2988219767	1	0.86
3289	3	A1 SH	NEWBY	2829.5	70.012972281	0.705	8.59940025854	11.1013146964	3.3988219767	1	0.837
3290	3	A1 SH	NEWBY	2830.0	67.562972281	0.717	8.59940025854	10.8013146964	3.3988219767	1	0.814
3291	3	A1 SH	NEWBY	2830.5	67.332972281	0.719	7.29940025854	10.7513146964	3.3988219767	1	0.791
3292	3	A1 SH	NEWBY	2831.0	64.772972281	0.718	6.29940025854	10.4513146964	3.2988219767	1	0.767
3293	3	A1 SH	NEWBY	2831.5	64.802972281	0.715	5.69940025854	10.0513146964	3.3988219767	1	0.744
3294	2	A1 SH	NEWBY	2832.0	66.252972281	0.716	4.89940025854	10.4513146964	3.4988219767	1	0.721
3295	2	A1 SH	NEWBY	2832.5	66.552972281	0.719	6.39940025854	10.4013146964	3.4988219767	1	0.698
3296	2	A1 SH	NEWBY	2833.0	66.132972281	0.723	7.89940025854	9.85131469638	3.4988219767	1	0.674
3297	2	A1 SH	NEWBY	2833.5	65.542972281	0.723	8.09940025854	8.65131469638	3.4988219767	1	0.651
3298	2	A1 SH	NEWBY	2834.0	63.072972281	0.721	5.49940025854	7.75131469638	3.4988219767	1	0.628
3299	2	A1 SH	NEWBY	2834.5	59.712972281	0.72	3.69940025854	7.05131469638	3.3988219767	1	0.605
3300	2	A1 SH	NEWBY	2835.0	57.862972281	0.721	2.19940025854	7.10131469638	3.2988219767	1	0.581
3301	2	A1 SH	NEWBY	2835.5	54.802972281	0.723	0.999400258544	7.40131469638	3.2988219767	1	0.558
3302	2	A1 SH	NEWBY	2836.0	51.802972281	0.722	0.599400258544	7.50131469638	3.2988219767	1	0.535
3303	2	A1 SH	NEWBY	2836.5	52.622972281	0.717	1.29940025854	7.45131469638	3.2988219767	1	0.512
3304	2	A1 SH	NEWBY	2837.0	53.662972281	0.706	1.49940025854	7.85131469638	3.3988219767	1	0.488
3305	2	A1 SH	NEWBY	2837.5	55.792972281	0.688	2.09940025854	8.25131469638	3.2988219767	1	0.465
3306	2	A1 SH	NEWBY	2838.0	58.542972281	0.666	2.09940025854	8.85131469638	3.1988219767	1	0.442
3307	2	A1 SH	NEWBY	2838.5	60.952972281	0.639	2.09940025854	9.65131469638	3.2988219767	1	0.419
3308	2	A1 SH	NEWBY	2839.0	66.562972281	0.613	3.69940025854	10.6513146964	3.2988219767	1	0.395
3309	2	A1 SH	NEWBY	2839.5	70.882972281	0.589	5.59940025854	11.4013146964	3.1988219767	1	0.372
3310	2	A1 SH	NEWBY	2840.0	71.572972281	0.571	6.29940025854	12.4513146964	3.0988219767	1	0.349
3311	3	A1 SH	NEWBY	2840.5	72.532972281	0.555	6.29940025854	13.4513146964	3.1988219767	1	0.326
3312	3	A1 SH	NEWBY	2841.0	67.992972281	0.542	6.09940025854	14.3513146964	3.0988219767	1	0.302
3313	2	A1 SH	NEWBY	2841.5	60.312972281	0.525	4.99940025854	14.1013146964	3.1988219767	1	0.279
3314	2	A1 SH	NEWBY	2842.0	55.522972281	0.504	6.29940025854	11.5513146964	3.1988219767	1	0.256
3315	2	A1 SH	NEWBY	2842.5	56.072972281	0.486	4.99940025854	11.0013146964	3.1988219767	1	0.233
3316	2	A1 SH	NEWBY	2843.0	62.672972281	0.473	-2.60059974146	15.8013146964	3.1988219767	1	0.209
3317	2	A1 SH	NEWBY	2843.5	66.902972281	0.471	-2.20059974146	21.4013146964	3.1988219767	1	0.186
3318	2	A1 SH	NEWBY	2844.0	68.542972281	0.477	3.09940025854	24.2513146964	3.1988219767	1	0.163
3319	2	A1 SH	NEWBY	2844.5	68.702972281	0.483	3.29940025854	22.8513146964	3.1988219767	1	0.14
3320	5	A1 SH	NEWBY	2845.0	63.202972281	0.489	9.49940025854	17.2513146964	3.3988219767	2	0.116
3321	5	A1 SH	NEWBY	2845.5	60.332972281	0.493	11.5994002585	15.6013146964	3.6988219767	2	0.093
3322	5	A1 SH	NEWBY	2846.0	58.162972281	0.491	12.6994002585	14.3513146964	3.7988219767	2	0.07
3323	5	A1 SH	NEWBY	2846.5	52.612972281	0.481	9.89940025854	11.4513146964	3.8988219767	2	0.047
3324	3	A1 SH	NEWBY	2847.0	45.722972281	0.464	5.19940025854	8.80131469638	3.8988219767	1	0.023
3325	6	A1 LM	NEWBY	2847.5	35.922972281	0.441	4.49940025854	7.95131469638	3.9988219767	2	1.0
3326	6	A1 LM	NEWBY	2848.0	26.622972281	0.422	3.59940025854	10.7013146964	4.2988219767	2	0.988
3327	7	A1 LM	NEWBY	2848.5	24.142972281	0.398	5.89940025854	12.5513146964	3.9988219767	2	0.976
3328	7	A1 LM	NEWBY	2849.0	24.362972281	0.375	6.49940025854	12.9513146964	3.8988219767	2	0.963
3329	7	A1 LM	NEWBY	2849.5	23.282972281	0.35	6.49940025854	11.8513146964	4.0988219767	2	0.951
3330	7	A1 LM	NEWBY	2850.0	25.702972281	0.334	7.69940025854	10.9513146964	4.0988219767	2	0.939
3331	7	A1 LM	NEWBY	2850.5	28.202972281	0.336	8.19940025854	11.2013146964	3.6988219767	2	0.927
3332	7	A1 LM	NEWBY	2851.0	28.352972281	0.352	8.79940025854	12.1013146964	3.6988219767	2	0.915
3333	7	A1 LM	NEWBY	2851.5	31.712972281	0.377	8.99940025854	12.8013146964	3.5988219767	2	0.902
3334	7	A1 LM	NEWBY	2852.0	35.522972281	0.405	9.09940025854	12.7513146964	3.2988219767	2	0.89
3335	7	A1 LM	NEWBY	2852.5	39.112972281	0.431	9.29940025854	12.5513146964	3.1988219767	2	0.878
3336	5	A1 LM	NEWBY	2853.0	44.572972281	0.458	10.3994002585	12.4013146964	3.1988219767	2	0.866
3337	5	A1 LM	NEWBY	2853.5	54.422972281	0.49	11.0994002585	12.3513146964	3.0988219767	2	0.854
3338	5	A1 LM	NEWBY	2854.0	61.722972281	0.53	10.8994002585	13.1513146964	3.0988219767	2	0.841
3339	5	A1 LM	NEWBY	2854.5	66.812972281	0.577	11.8994002585	13.5513146964	3.0988219767	2	0.829
3340	4	A1 LM	NEWBY	2855.0	74.172972281	0.628	11.7994002585	13.5013146964	3.1988219767	2	0.817
3341	4	A1 LM	NEWBY	2855.5	82.182972281	0.679	9.19940025854	12.5013146964	3.4988219767	2	0.805
3342	4	A1 LM	NEWBY	2856.0	85.672972281	0.725	5.79940025854	9.40131469638	3.5988219767	2	0.793
3343	4	A1 LM	NEWBY	2856.5	87.062972281	0.761	1.59940025854	6.30131469638	3.7988219767	2	0.78
3344	4	A1 LM	NEWBY	2857.0	84.202972281	0.792	-1.20059974146	4.60131469638	3.7988219767	2	0.768
3345	8	A1 LM	NEWBY	2857.5	83.452972281	0.823	-1.90059974146	4.35131469638	3.8988219767	2	0.756
3346	8	A1 LM	NEWBY	2858.0	90.422972281	0.86	-1.30059974146	5.75131469638	3.8988219767	2	0.744
3347	6	A1 LM	NEWBY	2858.5	100.832972281	0.898	1.69940025854	7.65131469638	3.7988219767	2	0.732
3348	4	A1 LM	NEWBY	2859.0	108.342972281	0.93	4.89940025854	9.65131469638	3.8988219767	2	0.72
3349	4	A1 LM	NEWBY	2859.5	107.752972281	0.946	6.49940025854	9.85131469638	3.8988219767	2	0.707
3350	4	A1 LM	NEWBY	2860.0	92.632972281	0.945	5.29940025854	8.55131469638	3.7988219767	2	0.695
3351	4	A1 LM	NEWBY	2860.5	70.462972281	0.935	1.89940025854	6.25131469638	3.6988219767	2	0.683
3352	8	A1 LM	NEWBY	2861.0	55.672972281	0.924	-0.500599741456	4.65131469638	3.6988219767	2	0.671
3353	8	A1 LM	NEWBY	2861.5	49.352972281	0.919	-1.20059974146	4.10131469638	3.5988219767	2	0.659
3354	8	A1 LM	NEWBY	2862.0	46.822972281	0.918	-1.00059974146	4.80131469638	3.5988219767	2	0.646
3355	8	A1 LM	NEWBY	2862.5	48.112972281	0.91	-0.100599741456	6.65131469638	3.7988219767	2	0.634
3356	5	A1 LM	NEWBY	2863.0	51.662972281	0.886	1.49940025854	8.65131469638	3.6988219767	2	0.622
3357	5	A1 LM	NEWBY	2863.5	49.732972281	0.847	3.19940025854	10.1013146964	3.5988219767	2	0.61
3358	5	A1 LM	NEWBY	2864.0	51.462972281	0.801	4.09940025854	11.2513146964	3.5988219767	2	0.598
3359	4	A1 LM	NEWBY	2864.5	54.672972281	0.757	4.99940025854	12.1013146964	3.5988219767	2	0.585
3360	4	A1 LM	NEWBY	2865.0	56.962972281	0.721	5.19940025854	12.4013146964	3.5988219767	2	0.573
3361	4	A1 LM	NEWBY	2865.5	58.672972281	0.693	6.19940025854	12.7013146964	3.5988219767	2	0.561
3362	4	A1 LM	NEWBY	2866.0	61.192972281	0.675	6.59940025854	12.9013146964	3.5988219767	2	0.549
3363	4	A1 LM	NEWBY	2866.5	60.772972281	0.666	6.69940025854	13.2513146964	3.6988219767	2	0.537
3364	4	A1 LM	NEWBY	2867.0	60.992972281	0.661	6.19940025854	13.5013146964	3.6988219767	2	0.524
3365	4	A1 LM	NEWBY	2867.5	63.652972281	0.658	6.09940025854	13.7513146964	3.5988219767	2	0.512
3366	4	A1 LM	NEWBY	2868.0	66.982972281	0.654	5.99940025854	13.8013146964	3.4988219767	2	0.5
3367	4	A1 LM	NEWBY	2868.5	68.442972281	0.646	5.49940025854	14.3513146964	3.4988219767	2	0.488
3368	4	A1 LM	NEWBY	2869.0	71.392972281	0.638	4.99940025854	14.8013146964	3.3988219767	2	0.476
3369	4	A1 LM	NEWBY	2869.5	73.082972281	0.63	5.19940025854	14.5013146964	3.2988219767	2	0.463
3370	4	A1 LM	NEWBY	2870.0	71.862972281	0.624	4.89940025854	14.7513146964	3.2988219767	2	0.451
3371	4	A1 LM	NEWBY	2870.5	71.832972281	0.623	5.19940025854	14.9013146964	3.2988219767	2	0.439
3372	4	A1 LM	NEWBY	2871.0	70.272972281	0.624	5.79940025854	15.1013146964	3.2988219767	2	0.427
3373	4	A1 LM	NEWBY	2871.5	69.652972281	0.626	6.19940025854	14.8013146964	3.3988219767	2	0.415
3374	4	A1 LM	NEWBY	2872.0	66.782972281	0.631	5.69940025854	14.1513146964	3.4988219767	2	0.402
3375	4	A1 LM	NEWBY	2872.5	64.062972281	0.638	5.89940025854	12.9513146964	3.4988219767	2	0.39
3376	4	A1 LM	NEWBY	2873.0	60.242972281	0.651	5.09940025854	11.6513146964	3.4988219767	2	0.378
3377	4	A1 LM	NEWBY	2873.5	58.252972281	0.667	4.19940025854	11.4013146964	3.3988219767	2	0.366
3378	6	A1 LM	NEWBY	2874.0	56.792972281	0.687	3.49940025854	10.9513146964	3.3988219767	2	0.354
3379	6	A1 LM	NEWBY	2874.5	58.002972281	0.703	1.79940025854	10.5013146964	3.2988219767	2	0.341
3380	6	A1 LM	NEWBY	2875.0	60.752972281	0.71	0.799400258544	10.6013146964	3.2988219767	2	0.329
3381	4	A1 LM	NEWBY	2875.5	64.482972281	0.707	2.49940025854	10.4513146964	3.3988219767	2	0.317
3382	4	A1 LM	NEWBY	2876.0	65.372972281	0.693	4.09940025854	10.2513146964	3.4988219767	2	0.305
3383	4	A1 LM	NEWBY	2876.5	65.842972281	0.672	3.19940025854	10.8013146964	3.3988219767	2	0.293
3384	4	A1 LM	NEWBY	2877.0	67.382972281	0.65	2.69940025854	11.4513146964	3.2988219767	2	0.28
3385	4	A1 LM	NEWBY	2877.5	67.072972281	0.626	2.99940025854	12.0013146964	3.1988219767	2	0.268
3386	4	A1 LM	NEWBY	2878.0	65.282972281	0.603	3.59940025854	12.8013146964	2.9988219767	2	0.256
3387	4	A1 LM	NEWBY	2878.5	65.262972281	0.58	3.29940025854	13.7513146964	2.8988219767	2	0.244
3388	4	A1 LM	NEWBY	2879.0	63.402972281	0.559	3.09940025854	13.8513146964	2.8988219767	2	0.232
3389	4	A1 LM	NEWBY	2879.5	64.102972281	0.544	2.99940025854	13.9013146964	2.7988219767	2	0.22
3390	4	A1 LM	NEWBY	2880.0	66.772972281	0.542	2.69940025854	14.4513146964	2.7988219767	2	0.207
3391	4	A1 LM	NEWBY	2880.5	69.722972281	0.554	3.19940025854	14.8013146964	2.8988219767	2	0.195
3392	4	A1 LM	NEWBY	2881.0	71.002972281	0.58	4.39940025854	15.2013146964	3.0988219767	2	0.183
3393	4	A1 LM	NEWBY	2881.5	69.772972281	0.617	5.89940025854	14.6513146964	3.2988219767	2	0.171
3394	4	A1 LM	NEWBY	2882.0	64.392972281	0.665	5.49940025854	12.4513146964	3.5988219767	2	0.159
3395	4	A1 LM	NEWBY	2882.5	60.942972281	0.721	4.89940025854	9.45131469638	3.9988219767	2	0.146
3396	4	A1 LM	NEWBY	2883.0	56.892972281	0.785	3.39940025854	7.10131469638	4.2988219767	2	0.134
3397	6	A1 LM	NEWBY	2883.5	54.202972281	0.856	2.69940025854	5.45131469638	4.4988219767	2	0.122
3398	6	A1 LM	NEWBY	2884.0	53.142972281	0.923	1.29940025854	4.35131469638	4.4988219767	2	0.11
3399	6	A1 LM	NEWBY	2884.5	52.702972281	0.961	0.899400258544	3.45131469638	4.2988219767	2	0.098
3400	6	A1 LM	NEWBY	2885.0	51.932972281	0.946	0.699400258544	3.65131469638	4.0988219767	2	0.085
3401	8	A1 LM	NEWBY	2885.5	56.102972281	0.887	1.09940025854	4.55131469638	3.9988219767	2	0.073
3402	8	A1 LM	NEWBY	2886.0	61.492972281	0.805	2.49940025854	5.95131469638	3.6988219767	2	0.061
3403	5	A1 LM	NEWBY	2886.5	68.772972281	0.725	3.79940025854	8.10131469638	3.3988219767	2	0.049
3404	5	A1 LM	NEWBY	2887.0	78.572972281	0.658	-0.600599741456	14.2013146964	3.1988219767	2	0.037
3405	5	A1 LM	NEWBY	2887.5	85.472972281	0.61	-2.50059974146	21.3513146964	2.9988219767	2	0.024
3406	5	A1 LM	NEWBY	2888.0	88.632972281	0.583	-0.600599741456	28.2013146964	2.9988219767	2	0.012
3407	2	B1 SH	NEWBY	2888.5	88.972972281	0.569	-0.100599741456	31.6513146964	2.8988219767	1	1.0
3408	3	B1 SH	NEWBY	2889.0	84.662972281	0.567	0.199400258544	30.2013146964	3.0988219767	1	0.968
3409	3	B1 SH	NEWBY	2889.5	76.482972281	0.574	0.799400258544	24.4013146964	3.3988219767	1	0.935
3410	3	B1 SH	NEWBY	2890.0	69.352972281	0.595	-0.700599741456	18.4513146964	3.4988219767	1	0.903
3411	3	B1 SH	NEWBY	2890.5	63.072972281	0.63	7.69940025854	10.5513146964	3.8988219767	1	0.871
3412	3	B1 SH	NEWBY	2891.0	59.012972281	0.675	7.79940025854	9.30131469638	3.9988219767	1	0.839
3413	3	B1 SH	NEWBY	2891.5	59.942972281	0.719	8.79940025854	8.00131469638	4.0988219767	1	0.806
3414	3	B1 SH	NEWBY	2892.0	61.892972281	0.75	6.49940025854	9.45131469638	3.9988219767	1	0.774
3415	3	B1 SH	NEWBY	2892.5	63.842972281	0.763	5.99940025854	10.1013146964	3.7988219767	1	0.742
3416	3	B1 SH	NEWBY	2893.0	65.132972281	0.76	6.79940025854	10.7013146964	3.7988219767	1	0.71
3417	3	B1 SH	NEWBY	2893.5	65.862972281	0.745	6.79940025854	11.2013146964	3.6988219767	1	0.677
3418	3	B1 SH	NEWBY	2894.0	64.982972281	0.728	7.29940025854	11.2513146964	3.6988219767	1	0.645
3419	3	B1 SH	NEWBY	2894.5	63.132972281	0.713	6.69940025854	11.2513146964	3.5988219767	1	0.613
3420	3	B1 SH	NEWBY	2895.0	61.302972281	0.702	6.69940025854	10.6513146964	3.5988219767	1	0.581
3421	3	B1 SH	NEWBY	2895.5	59.072972281	0.695	6.59940025854	10.5013146964	3.4988219767	1	0.548
3422	3	B1 SH	NEWBY	2896.0	54.862972281	0.691	4.79940025854	9.90131469638	3.3988219767	1	0.516
3423	3	B1 SH	NEWBY	2896.5	52.062972281	0.688	3.09940025854	9.45131469638	3.1988219767	1	0.484
3424	2	B1 SH	NEWBY	2897.0	50.252972281	0.682	1.89940025854	8.85131469638	3.0988219767	1	0.452
3425	2	B1 SH	NEWBY	2897.5	49.942972281	0.671	0.999400258544	8.60131469638	3.0988219767	1	0.419
3426	2	B1 SH	NEWBY	2898.0	49.522972281	0.656	0.499400258544	8.45131469638	3.1988219767	1	0.387
3427	2	B1 SH	NEWBY	2898.5	50.382972281	0.644	0.899400258544	8.35131469638	3.2988219767	1	0.355
3428	2	B1 SH	NEWBY	2899.0	51.742972281	0.633	1.69940025854	8.85131469638	3.2988219767	1	0.323
3429	2	B1 SH	NEWBY	2899.5	54.382972281	0.623	3.29940025854	9.95131469638	3.3988219767	1	0.29
3430	2	B1 SH	NEWBY	2900.0	57.352972281	0.613	5.69940025854	10.7513146964	3.2988219767	1	0.258
3431	2	B1 SH	NEWBY	2900.5	60.112972281	0.6	7.19940025854	11.0013146964	3.2988219767	1	0.226
3432	2	B1 SH	NEWBY	2901.0	60.582972281	0.589	8.59940025854	11.4013146964	3.1988219767	1	0.194
3433	2	B1 SH	NEWBY	2901.5	62.392972281	0.59	8.19940025854	12.6013146964	3.0988219767	1	0.161
3434	2	B1 SH	NEWBY	2902.0	64.392972281	0.605	3.79940025854	15.3013146964	2.9988219767	1	0.129
3435	2	B1 SH	NEWBY	2902.5	63.972972281	0.632	0.399400258544	19.4013146964	3.0988219767	1	0.097
3436	2	B1 SH	NEWBY	2903.0	58.902972281	0.664	1.59940025854	20.6013146964	3.3988219767	1	0.065
3437	2	B1 SH	NEWBY	2903.5	49.152972281	0.69	-3.20059974146	18.6013146964	3.6988219767	1	0.032
3438	3	B1 SH	NEWBY	2904.0	37.282972281	0.713	-3.70059974146	13.0513146964	3.9988219767	1	0.01
3439	8	B1 LM	NEWBY	2904.5	37.282972281	0.713	-3.70059974146	13.0513146964	3.9988219767	2	1.0
3440	8	B1 LM	NEWBY	2905.0	24.562972281	0.743	-1.90059974146	9.55131469638	4.4988219767	2	0.974
3441	8	B1 LM	NEWBY	2905.5	18.182972281	0.785	-0.500599741456	8.55131469638	4.5988219767	2	0.947
3442	8	B1 LM	NEWBY	2906.0	15.892972281	0.841	1.49940025854	8.05131469638	4.5988219767	2	0.921
3443	8	B1 LM	NEWBY	2906.5	15.672972281	0.898	2.19940025854	7.60131469638	4.5988219767	2	0.895
3444	8	B1 LM	NEWBY	2907.0	15.772972281	0.932	0.999400258544	7.10131469638	4.4988219767	2	0.868
3445	8	B1 LM	NEWBY	2907.5	14.622972281	0.928	-0.100599741456	6.35131469638	4.4988219767	2	0.842
3446	8	B1 LM	NEWBY	2908.0	13.922972281	0.886	-0.300599741456	5.85131469638	4.5988219767	2	0.816
3447	8	B1 LM	NEWBY	2908.5	14.002972281	0.823	-0.200599741456	6.00131469638	4.3988219767	2	0.789
3448	8	B1 LM	NEWBY	2909.0	15.632972281	0.759	0.0994002585443	7.05131469638	4.0988219767	2	0.763
3449	8	B1 LM	NEWBY	2909.5	18.492972281	0.708	0.799400258544	9.20131469638	3.8988219767	2	0.737
3450	7	B1 LM	NEWBY	2910.0	23.272972281	0.664	3.29940025854	10.2513146964	3.7988219767	2	0.711
3451	7	B1 LM	NEWBY	2910.5	29.042972281	0.627	5.49940025854	10.8513146964	3.5988219767	2	0.684
3452	7	B1 LM	NEWBY	2911.0	33.502972281	0.597	5.99940025854	9.90131469638	3.5988219767	2	0.658
3453	7	B1 LM	NEWBY	2911.5	35.922972281	0.575	7.29940025854	8.65131469638	3.6988219767	2	0.632
3454	7	B1 LM	NEWBY	2912.0	37.302972281	0.572	7.39940025854	8.00131469638	3.7988219767	2	0.605
3455	7	B1 LM	NEWBY	2912.5	37.932972281	0.587	4.99940025854	8.90131469638	3.8988219767	2	0.579
3456	7	B1 LM	NEWBY	2913.0	37.012972281	0.622	2.59940025854	9.10131469638	3.9988219767	2	0.553
3457	5	B1 LM	NEWBY	2913.5	34.722972281	0.671	0.599400258544	8.80131469638	4.1988219767	2	0.526
3458	5	B1 LM	NEWBY	2914.0	33.392972281	0.723	-1.20059974146	7.90131469638	4.2988219767	2	0.5
3459	6	B1 LM	NEWBY	2914.5	32.482972281	0.769	-1.60059974146	6.80131469638	4.3988219767	2	0.474
3460	6	B1 LM	NEWBY	2915.0	30.692972281	0.806	-1.60059974146	6.20131469638	4.7988219767	2	0.447
3461	6	B1 LM	NEWBY	2915.5	30.512972281	0.833	-0.500599741456	5.45131469638	4.7988219767	2	0.421
3462	8	B1 LM	NEWBY	2916.0	29.422972281	0.846	0.299400258544	4.95131469638	4.6988219767	2	0.395
3463	8	B1 LM	NEWBY	2916.5	30.472972281	0.842	-0.800599741456	5.30131469638	4.6988219767	2	0.368
3464	6	B1 LM	NEWBY	2917.0	32.092972281	0.822	-1.40059974146	6.40131469638	4.6988219767	2	0.342
3465	6	B1 LM	NEWBY	2917.5	32.142972281	0.79	-2.30059974146	8.15131469638	4.5988219767	2	0.316
3466	8	B1 LM	NEWBY	2918.0	32.992972281	0.757	-4.50059974146	10.2513146964	4.4988219767	2	0.289
3467	8	B1 LM	NEWBY	2918.5	31.582972281	0.727	-6.90059974146	11.9513146964	4.4988219767	2	0.263
3468	8	B1 LM	NEWBY	2919.0	29.072972281	0.706	-7.30059974146	12.7513146964	4.3988219767	2	0.237
3469	8	B1 LM	NEWBY	2919.5	29.972972281	0.693	-6.70059974146	12.9513146964	4.2988219767	2	0.211
3470	8	B1 LM	NEWBY	2920.0	37.442972281	0.688	-5.50059974146	12.2513146964	4.2988219767	2	0.184
3471	8	B1 LM	NEWBY	2920.5	52.592972281	0.687	-4.10059974146	10.6513146964	4.2988219767	2	0.158
3472	6	B1 LM	NEWBY	2921.0	68.182972281	0.684	-2.30059974146	8.35131469638	4.0988219767	2	0.132
3473	6	B1 LM	NEWBY	2921.5	80.252972281	0.674	-0.600599741456	7.30131469638	3.8988219767	2	0.105
3474	8	B1 LM	NEWBY	2922.0	86.512972281	0.65	1.79940025854	7.90131469638	3.6988219767	2	0.079
3475	8	B1 LM	NEWBY	2922.5	86.092972281	0.616	5.19940025854	8.90131469638	3.3988219767	2	0.053
3476	4	B1 LM	NEWBY	2923.0	86.092972281	0.616	5.19940025854	8.90131469638	3.3988219767	2	0.053
3477	4	B1 LM	NEWBY	2923.5	83.412972281	0.579	2.29940025854	14.4513146964	3.1988219767	2	0.026
3478	3	B2 SH	NEWBY	2924.0	84.512972281	0.545	1.29940025854	19.6513146964	3.1988219767	1	1.0
3479	3	B2 SH	NEWBY	2924.5	85.032972281	0.521	4.29940025854	25.1513146964	3.0988219767	1	0.889
3480	3	B2 SH	NEWBY	2925.0	87.362972281	0.5	7.19940025854	28.7013146964	3.0988219767	1	0.778
3481	2	B2 SH	NEWBY	2925.5	85.732972281	0.481	9.29940025854	28.3513146964	3.1988219767	1	0.667
3482	2	B2 SH	NEWBY	2926.0	80.202972281	0.465	6.99940025854	24.5013146964	3.0988219767	1	0.556
3483	2	B2 SH	NEWBY	2926.5	76.122972281	0.456	3.49940025854	19.3513146964	3.0988219767	1	0.444
3484	2	B2 SH	NEWBY	2927.0	74.502972281	0.467	10.1994002585	14.1013146964	3.4988219767	1	0.333
3485	2	B2 SH	NEWBY	2927.5	73.972972281	0.498	5.89940025854	16.8513146964	3.4988219767	1	0.222
3486	3	B2 SH	NEWBY	2928.0	71.242972281	0.545	5.09940025854	20.1513146964	3.5988219767	1	0.111
3487	3	B2 SH	NEWBY	2928.5	66.702972281	0.605	6.69940025854	21.1513146964	3.8988219767	1	0.01
3488	6	B2 LM	NEWBY	2929.0	66.702972281	0.605	6.69940025854	21.1513146964	3.8988219767	2	1.0
3489	6	B2 LM	NEWBY	2929.5	59.422972281	0.663	3.09940025854	18.0513146964	4.1988219767	2	0.963
3490	6	B2 LM	NEWBY	2930.0	49.002972281	0.713	-0.200599741456	13.7013146964	4.2988219767	2	0.926
3491	6	B2 LM	NEWBY	2930.5	39.462972281	0.76	-0.900599741456	10.2513146964	4.5988219767	2	0.889
3492	9	B2 LM	NEWBY	2931.0	32.312972281	0.816	-4.20059974146	10.3013146964	4.6988219767	2	0.852
3493	9	B2 LM	NEWBY	2931.5	26.092972281	0.886	-8.50059974146	11.7513146964	4.6988219767	2	0.815
3494	9	B2 LM	NEWBY	2932.0	22.372972281	0.96	-10.4005997415	12.2013146964	4.6988219767	2	0.778
3495	9	B2 LM	NEWBY	2932.5	19.972972281	1.01	-11.4005997415	11.7013146964	4.6988219767	2	0.741
3496	9	B2 LM	NEWBY	2933.0	18.362972281	1.013	-11.1005997415	10.2513146964	4.8988219767	2	0.704
3497	9	B2 LM	NEWBY	2933.5	16.502972281	0.964	-8.20059974146	7.70131469638	4.9988219767	2	0.667
3498	9	B2 LM	NEWBY	2934.0	14.842972281	0.88	-5.00059974146	5.70131469638	4.9988219767	2	0.63
3499	9	B2 LM	NEWBY	2934.5	15.722972281	0.786	-5.60059974146	6.40131469638	4.9988219767	2	0.593
3500	8	B2 LM	NEWBY	2935.0	17.862972281	0.7	-6.30059974146	8.45131469638	4.8988219767	2	0.556
3501	8	B2 LM	NEWBY	2935.5	19.902972281	0.623	-7.70059974146	11.4513146964	4.6988219767	2	0.519
3502	8	B2 LM	NEWBY	2936.0	22.422972281	0.561	-9.50059974146	14.4513146964	4.5988219767	2	0.481
3503	8	B2 LM	NEWBY	2936.5	22.622972281	0.517	-10.2005997415	16.1013146964	4.4988219767	2	0.444
3504	8	B2 LM	NEWBY	2937.0	20.932972281	0.489	-9.80059974146	16.2013146964	4.3988219767	2	0.407
3505	8	B2 LM	NEWBY	2937.5	19.852972281	0.48	-8.90059974146	15.6513146964	4.2988219767	2	0.37
